SeriesCode,Topic,IndicatorName,ShortDefinition,LongDefinition,UnitOfMeasure,Periodicity,BasePeriod,OtherNotes,AggregationMethod,LimitationsAndExceptions,NotesFromOriginalSource,GeneralComments,Source,StatisticalConceptAndMethodology,DevelopmentRelevance,RelatedSourceLinks,OtherWebLinks,RelatedIndicators,LicenseType
TM.TAX.MANF.SM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, simple mean, manufactured products (%)",Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,,Annual,,,,,,,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organizations (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",,,,,,Open
TM.TAX.TCOM.SM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, simple mean, primary products (%)",Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).,Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).,,Annual,,,,,,,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organizations (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",,,,,,Open
TM.TAX.MRCH.WM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, weighted mean, all products (%)",Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country.,Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database.,,Annual,,,,,,,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organizations (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",,,,,,Open
TM.TAX.MANF.WM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,,Annual,,,,,,,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organizations (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",,,,,,Open
TM.TAX.TCOM.WM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, weighted mean, primary products (%)",Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).,Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).,,Annual,,,,,,,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organizations (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",,,,,,Open
TG.VAL.TOTL.GD.ZS,Private Sector & Trade: Total merchandise trade,Merchandise trade (% of GDP),,"Merchandise trade as a share of GDP is the sum of merchandise exports and imports divided by the value of GDP, all in current U.S. dollars.",,Annual,,,Weighted average,,,,"World Trade Organization, and World Bank GDP estimates.",,,,,,Open
IC.EXP.DOCS,Private Sector & Trade: Trade facilitation,Documents to export (number),"Documents to export are all documents required per shipment by government ministries, customs authorities, port and container terminals, health and technical control agencies, and banks to export goods. Documents renewed annually and not requiring renewal per shipment are excluded.","All documents required per shipment to export goods are recorded. It is assumed that the contract has already been agreed upon and signed by both parties. Documents required for clearance by government ministries, customs authorities, port and container terminal authorities, health and technical control agencies and banks are taken into account. Since payment is by letter of credit, all documents required by banks for the issuance or securing of a letter of credit are also taken into account. Documents that are renewed annually and that do not require renewal per shipment (for example, an annual tax clearance certificate) are not included.",,Annual,,,Unweighted average,"Data on the number of documents needed to export or import are from the World Bank's Doing Business surveys, which compile procedural requirements for exporting and importing a standardized cargo of goods by ocean transport from local freight forwarders, shipping lines, customs brokers, port officials, and banks.

The procedural requirements for exporting and importing goods involved filling out several required documents. These documents are associated with every official procedure - from the contractual agreement between the 2 parties to the delivery of goods, and needs to be filled and submitted in a timely manner.

Several assumptions about the business and traded goods are used. For the business, it is assumed that it has at least 60 employees, located in the economy's largest business city, is a private limited-liability company, is 100% domestically owned, and exports more than 10% of its sales. For the traded goods, it is assumed that the product travels in a dry-cargo, 20-foot, full container load, weighs 10 tons, and valued at $20,000. The assumptions about the product being traded are that it is not hazardous or include any military items, does not require refrigeration or any other special environment, requires only the internationally accepted safety standards, and is one of the economy's leading export or import products.

Trade facilitation encompasses customs efficiency and other physical and regulatory environments where trade takes place, harmonization of standards and conformance to international regulations, and the logistics of moving goods and associated documentation through countries and ports. Though collection of trade facilitation data has improved over the last decade, data that allow meaningful evaluation, especially for developing economies, are lacking.",,,"World Bank, Doing Business project (http://www.doingbusiness.org/).","The World Bank's Doing Business measures the time and cost (excluding tariffs) associated with exporting and importing a standardized cargo of goods by sea transport. The time and cost necessary to complete every official procedure for exporting and importing the goods are recorded; however, the time and cost for sea transport are not included. All documents needed by the trader to export or import the goods across the border are also recorded. For exporting goods, procedures range from packing the goods into the container at the warehouse to their departure from the port of exit. For importing goods, procedures range from the vessel's arrival at the port of entry to the cargo's delivery at the warehouse. For landlocked economies, these include procedures at the inland border post, since the port is located in the transit economy. Payment is made by letter of credit, and the time, cost and documents required for the issuance or advising of a letter of credit are taken into account. The ranking on the ease of trading across borders is the simple average of the percentile rankings on its component indicators. 

Local freight forwarders, shipping lines, customs brokers, port officials and banks provide information on required documents and cost as well as the time to complete each procedure. To make the data comparable across economies, several assumptions about the business and the traded goods are used.

All documents required per shipment to export and import the goods are recorded. It is assumed that a new contract is drafted per shipment and that the contract has already been agreed upon and executed by both parties. Documents required for clearance by relevant agencies - including government ministries, customs, port authorities and other control agencies - are taken into account. Since payment is by letter of credit, all documents required by banks for the issuance or securing of a letter of credit are also taken into account. Documents that are requested at the time of clearance but that are valid for a year or longer and do not require renewal per shipment (for example, an annual tax clearance certificate) are not included.

Documents to export include bank documents, customs clearance documents, port and terminal handling documents, and transport documents.","The Doing Business report was first published in 2003 with five indicator sets measuring business regulation in 133 economies. The report has grown into an annual publication covering 11 indicator sets and 189 economies. In these 10 years Doing Business has recorded nearly 2,000 business regulation reforms in the areas covered by the indicators and researchers have produced well over 1,000 articles in peer-reviewed journals using the data published by Doing Business - work that helps explore many of the key development questions of our time.

The Doing Business indicators points to important trends in regulatory reform and identifies the regions and economies making the biggest improvements for local entrepreneurs. It highlights both the areas of business regulation that have received the most attention and those where more progress remains to be made. The report also reviews research on which regulatory reforms have worked and how. Among the highlights are smarter business regulation supports economic growth, simpler business registration promotes greater entrepreneurship and firm productivity, while lower-cost registration improves formal employment opportunities, an effective regulatory environment boosts trade performance, and sound financial market infrastructure - courts, creditor and insolvency laws, and credit and collateral registries - improves access to credit.",,,,Open
IC.IMP.DOCS,Private Sector & Trade: Trade facilitation,Documents to import (number),"Documents to import are all documents required per shipment by government ministries, customs authorities, port and container terminals, health and technical control agencies, and banks to import goods. Documents renewed annually and not requiring renewal per shipment are excluded.","All documents required per shipment to import goods are recorded. It is assumed that the contract has already been agreed upon and signed by both parties. Documents required for clearance by government ministries, customs authorities, port and container terminal authorities, health and technical control agencies and banks are taken into account. Since payment is by letter of credit, all documents required by banks for the issuance or securing of a letter of credit are also taken into account. Documents that are renewed annually and that do not require renewal per shipment (for example, an annual tax clearance certificate) are not included.",,Annual,,,Unweighted average,"Data on the number of documents needed to export or import are from the World Bank's Doing Business surveys, which compile procedural requirements for exporting and importing a standardized cargo of goods by ocean transport from local freight forwarders, shipping lines, customs brokers, port officials, and banks.

The procedural requirements for exporting and importing goods involved filling out several required documents. These documents are associated with every official procedure - from the contractual agreement between the 2 parties to the delivery of goods, and needs to be filled and submitted in a timely manner.

Several assumptions about the business and traded goods are used. For the business, it is assumed that it has at least 60 employees, located in the economy's largest business city, is a private limited-liability company, is 100% domestically owned, and exports more than 10% of its sales. For the traded goods, it is assumed that the product travels in a dry-cargo, 20-foot, full container load, weighs 10 tons, and valued at $20,000. The assumptions about the product being traded are that it is not hazardous or include any military items, does not require refrigeration or any other special environment, requires only the internationally accepted safety standards, and is one of the economy's leading export or import products.

Trade facilitation encompasses customs efficiency and other physical and regulatory environments where trade takes place, harmonization of standards and conformance to international regulations, and the logistics of moving goods and associated documentation through countries and ports. Though collection of trade facilitation data has improved over the last decade, data that allow meaningful evaluation, especially for developing economies, are lacking.",,,"World Bank, Doing Business project (http://www.doingbusiness.org/).","The World Bank's Doing Business measures the time and cost (excluding tariffs) associated with exporting and importing a standardized cargo of goods by sea transport. The time and cost necessary to complete every official procedure for exporting and importing the goods are recorded; however, the time and cost for sea transport are not included. All documents needed by the trader to export or import the goods across the border are also recorded. For exporting goods, procedures range from packing the goods into the container at the warehouse to their departure from the port of exit. For importing goods, procedures range from the vessel's arrival at the port of entry to the cargo's delivery at the warehouse. For landlocked economies, these include procedures at the inland border post, since the port is located in the transit economy. Payment is made by letter of credit, and the time, cost and documents required for the issuance or advising of a letter of credit are taken into account. The ranking on the ease of trading across borders is the simple average of the percentile rankings on its component indicators.

Local freight forwarders, shipping lines, customs brokers, port officials and banks provide information on required documents and cost as well as the time to complete each procedure. To make the data comparable across economies, several assumptions about the business and the traded goods are used.

All documents required per shipment to export and import the goods are recorded. It is assumed that a new contract is drafted per shipment and that the contract has already been agreed upon and executed by both parties. Documents required for clearance by relevant agencies - including government ministries, customs, port authorities and other control agencies - are taken into account. Since payment is by letter of credit, all documents required by banks for the issuance or securing of a letter of credit are also taken into account. Documents that are requested at the time of clearance but that are valid for a year or longer and do not require renewal per shipment (for example, an annual tax clearance certificate) are not included.

Documents to import include bank documents, customs clearance documents, port and terminal handling documents, and transport documents.","The Doing Business report was first published in 2003 with five indicator sets measuring business regulation in 133 economies. The report has grown into an annual publication covering 11 indicator sets and 189 economies. In these 10 years Doing Business has recorded nearly 2,000 business regulation reforms in the areas covered by the indicators and researchers have produced well over 1,000 articles in peer-reviewed journals using the data published by Doing Business - work that helps explore many of the key development questions of our time.

The Doing Business indicators points to important trends in regulatory reform and identifies the regions and economies making the biggest improvements for local entrepreneurs. It highlights both the areas of business regulation that have received the most attention and those where more progress remains to be made. The report also reviews research on which regulatory reforms have worked and how. Among the highlights are smarter business regulation supports economic growth, simpler business registration promotes greater entrepreneurship and firm productivity, while lower-cost registration improves formal employment opportunities, an effective regulatory environment boosts trade performance, and sound financial market infrastructure - courts, creditor and insolvency laws, and credit and collateral registries - improves access to credit.",,,,Open
LP.EXP.DURS.MD,Private Sector & Trade: Trade facilitation,"Lead time to export, median case (days)",Lead time to export is the median time (the value for 50 percent of shipments) from shipment point to port of loading.,Lead time to export is the median time (the value for 50 percent of shipments) from shipment point to port of loading. Data are from the Logistics Performance Index survey. Respondents provided separate values for the best case (10 percent of shipments) and the median case (50 percent of shipments). The data are exponentiated averages of the logarithm of single value responses and of midpoint values of range responses for the median case.,,Annual,,,Unweighted average,"The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Feedback from operators is supplemented with quantitative data on the performance of key components of the logistics chain in the country of work. Thus, the LPI consists of both qualitative and quantitative measures.

In addition, despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.",,,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators report.","Data on lead time to export are from the Logistics Performance Index (LPI) survey. Respondents provided separate values for the best case (10 percent of shipments) and the median case (50 percent of shipments) of shipments from the point of origin (the seller's factory, typically located either in the capital city or in the largest commercial center) to the port of loading or equivalent (port/airport), and excluding international shipping.

The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and at the main express carriers. The 2012 LPI data are based on the 2011 survey, which was administered to nearly 1,000 respondents at international logistics companies in 143 countries (domestic performance indicators). The international LPI covers 155 countries. The LPI assesses both large companies and small and medium enterprises. Most of the responses are from small and medium enterprises, with large companies (those with 250 employees or more) accounting for roughly 18 percent of responses. The respondents include groups of professionals who are directly involved in day-today operations, from company headquarters and from country offices such as senior executives, area or country managers, and department managers. Many of the respondents are at corporate or regional headquarters or at country branch offices. The rest are at local branch offices or independent firms. The majority of respondents are involved in providing most logistics services as their main line of work such as warehousing and distribution, customer-tailored logistics solutions, courier services, bulk or break bulk cargo transport, and less-than-full container, full-container, or full-trailer load transport. 

For the lead time to export, respondents were asked for quantitative information on their countries' international supply chains by picking choices from a dropdown menu. When a response indicates a single value, the answer is coded as the logarithm of that value. When a response indicates a range, the answer is coded as the logarithm of the midpoint of that range. Country scores are produced by exponentiating the average of responses in logarithms across all respondents for a given country. This method is equivalent to taking a geometric average in levels. Scores for regions, income groups, and LPI quintiles are simple averages of the relevant country scores.","The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce.

A useful outcome measure of logistics performance is the time taken to complete trade transactions. The median import lead time for port and airport supply chains, as measured for the LPI, is more than 3.5 times longer in low performing countries than in high-performing countries. The difference is around three times for land supply chains. The association suggests that geographical hurdles, and perhaps internal transport markets, still pose substantial difficulties in many countries. Besides geography and speed en route, another factor in import lead times is the border process. Time can be reduced at all stages of this process, but especially in the clearance of goods on arrival. Countries with low logistics performance need to reform their border management so that they can reduce red tape, excessive and opaque procedural requirements, and physical inspections. Although the time to clear goods through customs is a fairly small fraction of total import time for all LPI quintiles, it rises sharply if goods are physically inspected. Core customs procedures are similar across quintiles. But low-performing countries have a far higher prevalence of physical inspection, even subjecting the same shipment to repeated inspections by multiple agencies.

Many low-income countries have long export lead times, reducing their export competitiveness and ability to participate in international trade.",,,,Open
LP.IMP.DURS.MD,Private Sector & Trade: Trade facilitation,"Lead time to import, median case (days)",Lead time to import is the median time (the value for 50 percent of shipments) from port of discharge to arrival at the consignee.,Lead time to import is the median time (the value for 50 percent of shipments) from port of discharge to arrival at the consignee. Data are from the Logistics Performance Index survey. Respondents provided separate values for the best case (10 percent of shipments) and the median case (50 percent of shipments). The data are exponentiated averages of the logarithm of single value responses and of midpoint values of range responses for the median case.,,Annual,,,Unweighted average,"The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Feedback from operators is supplemented with quantitative data on the performance of key components of the logistics chain in the country of work. Thus, the LPI consists of both qualitative and quantitative measures.

In addition, despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.",,,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators report.","Data on lead time to import are from the Logistics Performance Index (LPI) survey. Respondents provided separate values for the best case (10 percent of shipments) and the median case (50 percent of shipments) of shipments from the port of discharge or equivalent to the buyer's warehouse.

The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and at the main express carriers. The 2012 LPI data are based on the 2011 survey, which was administered to nearly 1,000 respondents at international logistics companies in 143 countries (domestic performance indicators). The international LPI covers 155 countries. The LPI assesses both large companies and small and medium enterprises. Most of the responses are from small and medium enterprises, with large companies (those with 250 employees or more) accounting for roughly 18 percent of responses. The respondents include groups of professionals who are directly involved in day-today operations, from company headquarters and from country offices such as senior executives, area or country managers, and department managers. Many of the respondents are at corporate or regional headquarters or at country branch offices. The rest are at local branch offices or independent firms. The majority of respondents are involved in providing most logistics services as their main line of work such as warehousing and distribution, customer-tailored logistics solutions, courier services, bulk or break bulk cargo transport, and less-than-full container, full-container, or full-trailer load transport.

For the lead time to import, respondents were asked for quantitative information on their countries' international supply chains by picking choices from a dropdown menu. When a response indicates a single value, the answer is coded as the logarithm of that value. When a response indicates a range, the answer is coded as the logarithm of the midpoint of that range. Country scores are produced by exponentiating the average of responses in logarithms across all respondents for a given country. This method is equivalent to taking a geometric average in levels. Scores for regions, income groups, and LPI quintiles are simple averages of the relevant country scores.","The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce.

A useful outcome measure of logistics performance is the time taken to complete trade transactions. The median import lead time for port and airport supply chains, as measured for the LPI, is more than 3.5 times longer in low performing countries than in high-performing countries. The difference is around three times for land supply chains. The association suggests that geographical hurdles, and perhaps internal transport markets, still pose substantial difficulties in many countries. Besides geography and speed en route, another factor in import lead times is the border process. Time can be reduced at all stages of this process, but especially in the clearance of goods on arrival. Countries with low logistics performance need to reform their border management so that they can reduce red tape, excessive and opaque procedural requirements, and physical inspections. Although the time to clear goods through customs is a fairly small fraction of total import time for all LPI quintiles, it rises sharply if goods are physically inspected. Core customs procedures are similar across quintiles. But low-performing countries have a far higher prevalence of physical inspection, even subjecting the same shipment to repeated inspections by multiple agencies.

Many low-income countries have long export lead times, reducing their export competitiveness and ability to participate in international trade.",,,,Open
LP.LPI.TRAC.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),"Logistics professionals' perception of the ability to track and trace consignments when shipping to the country, on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.","Data are from Logistics Performance Index surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. 2009 round of surveys covered more than 5,000 country assessments by nearly 1,000 international freight forwarders. Respondents evaluate eight markets on six core dimensions on a scale from 1 (worst) to 5 (best). The markets are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. Details of the survey methodology are in Arvis and others' Connecting to Compete 2010: Trade Logistics in the Global Economy (2010). Respondents evaluated the ability to track and trace consignments when shipping to the market, on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.",,Annual,,,Unweighted average,,,,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators report.",,,,,,Open
LP.LPI.LOGS.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),"Logistics professionals' perception of country's overall level of competence and quality of logistics services (e.g. transport operators, customs brokers), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.","Data are from Logistics Performance Index surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. 2009 round of surveys covered more than 5,000 country assessments by nearly 1,000 international freight forwarders. Respondents evaluate eight markets on six core dimensions on a scale from 1 (worst) to 5 (best). The markets are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. Details of the survey methodology are in Arvis and others' Connecting to Compete 2010: Trade Logistics in the Global Economy (2010). Respondents evaluated the overall level of competence and quality of logistics services (e.g. transport operators, customs brokers), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.",,Annual,,,Unweighted average,,,,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators report.",,,,,,Open
LP.LPI.ITRN.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),"Logistics professionals' perception of the ease of arranging competitively priced shipments to a country, on a rating ranging from 1 (very difficult) to 5 (very easy). Scores are averaged across all respondents.","Data are from Logistics Performance Index surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. 2009 round of surveys covered more than 5,000 country assessments by nearly 1,000 international freight forwarders. Respondents evaluate eight markets on six core dimensions on a scale from 1 (worst) to 5 (best). The markets are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. Details of the survey methodology are in Arvis and others' Connecting to Compete 2010: Trade Logistics in the Global Economy (2010). Respondents assessed the ease of arranging competitively priced shipments to markets, on a rating ranging from 1 (very difficult) to 5 (very easy). Scores are averaged across all respondents.",,Annual,,,Unweighted average,,,,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators report.",,,,,,Open
LP.LPI.CUST.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),"Logistics professionals' perception of the efficiency of country's customs clearance processes (i.e. speed, simplicity and predictability of formalities), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.","Data are from Logistics Performance Index surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. 2009 round of surveys covered more than 5,000 country assessments by nearly 1,000 international freight forwarders. Respondents evaluate eight markets on six core dimensions on a scale from 1 (worst) to 5 (best). The markets are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. Details of the survey methodology are in Arvis and others' Connecting to Compete 2010: Trade Logistics in the Global Economy (2010). Respondents evaluated efficiency of customs clearance processes (i.e. speed, simplicity and predictability of formalities), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.",,Annual,,,Unweighted average,,,,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators report.",,,,,,Open
LP.LPI.TIME.XQ,Private Sector & Trade: Trade facilitation,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),"Logistics professionals' perception of how often the shipments to assessed country reach the consignee within the scheduled or expected delivery time, on a rating ranging from 1 (hardly ever) to 5 (nearly always). Scores are averaged across all respondents.","Data are from Logistics Performance Index surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. 2009 round of surveys covered more than 5,000 country assessments by nearly 1,000 international freight forwarders. Respondents evaluate eight markets on six core dimensions on a scale from 1 (worst) to 5 (best). The markets are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. Details of the survey methodology are in Arvis and others' Connecting to Compete 2010: Trade Logistics in the Global Economy (2010). Respondents assessed how often the shipments to assessed markets reach the consignee within the scheduled or expected delivery time, on a rating ranging from 1 (hardly ever) to 5 (nearly always). Scores are averaged across all respondents.",,Annual,,,Unweighted average,,,,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at : http://www.worldbank.org/lpi. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators report.",,,,,,Open
